ID,datetime,year,hour,month,temperature,var1,pressure,windspeed,var2,electricity_consumption
28871,15/10/2016 23:00,2016,23:00:00,10,7.1,5,984,18.125,A,378
824,04/08/2013 08:00,2013,08:00:00,8,-5,-15,989,18.115,A,288
3043,04/11/2013 19:00,2013,19:00:00,11,13.6,-1.4,970,18.115,A,228
5561,17/02/2014 17:00,2014,17:00:00,2,18.6,12.1,986,18.115,A,240
8842,04/07/2014 10:00,2014,10:00:00,7,-4.3,-15.7,1016,18.115,A,201
10407,07/09/2014 15:00,2014,15:00:00,9,0.7,-12.9,984,18.115,A,276
11853,06/11/2014 21:00,2014,21:00:00,11,12.1,1.4,987,18.115,A,288
14870,12/03/2015 14:00,2015,14:00:00,3,14.3,10.7,971,18.115,A,270
17768,11/07/2015 08:00,2015,08:00:00,7,-12.1,-15.7,992,18.115,A,300
20970,21/11/2015 18:00,2015,18:00:00,11,16.4,5.7,972,18.115,A,312
28930,18/10/2016 10:00,2016,10:00:00,10,7.9,0,979,18.115,A,252
33229,15/04/2017 13:00,2017,13:00:00,4,11.4,-7.1,986,18.115,A,210
4525,05/01/2014 13:00,2014,13:00:00,1,19.3,7.9,973,18.105,A,201
9036,12/07/2014 12:00,2014,12:00:00,7,-2.9,-14.3,986,18.105,A,348
24593,20/04/2016 17:00,2016,17:00:00,4,6.4,-2.1,985,18.105,A,267
8788,02/07/2014 04:00,2014,04:00:00,7,-7.1,-9.3,1009,18.065,A,285
13486,13/01/2015 22:00,2015,22:00:00,1,16.4,7.1,977,18.065,A,246
13986,03/02/2015 18:00,2015,18:00:00,2,16.4,12.1,989,18.065,A,225
14354,19/02/2015 02:00,2015,02:00:00,2,11.4,3.6,990,18.065,A,414
27195,07/08/2016 03:00,2016,03:00:00,8,-5,-9.3,991,18.065,A,312
1135,17/08/2013 07:00,2013,07:00:00,8,-7.9,-7.1,987,18.055,A,450
18309,02/08/2015 21:00,2015,21:00:00,8,-5,-16.4,998,18.055,A,204
30017,02/12/2016 17:00,2016,17:00:00,12,17.9,5.7,984,18.055,A,246
5278,05/02/2014 22:00,2014,22:00:00,2,17.1,14.3,976,18.05,A,300
5324,07/02/2014 20:00,2014,20:00:00,2,15.7,13.6,986,18.05,A,243
6133,13/03/2014 13:00,2014,13:00:00,3,11.4,10,990,18.05,A,333
22749,03/02/2016 21:00,2016,21:00:00,2,13.6,10,964,18.05,A,234
30803,04/01/2017 11:00,2017,11:00:00,1,16.4,14.3,979,18.05,A,321
5584,18/02/2014 16:00,2014,16:00:00,2,19.3,10.7,974,18.04,A,258
19844,05/10/2015 20:00,2015,20:00:00,10,3.6,-12.1,976,18.04,A,225
20729,11/11/2015 17:00,2015,17:00:00,11,14.3,1.4,967,18.04,A,324
21572,16/12/2015 20:00,2015,20:00:00,12,15.7,7.9,974,18.04,A,255
518,22/07/2013 14:00,2013,14:00:00,7,-3.6,-12.9,995,17.99,A,222
919,08/08/2013 07:00,2013,07:00:00,8,-8.6,-9.3,975,17.99,A,366
2014,22/09/2013 22:00,2013,22:00:00,9,0,-9.3,1000,17.99,A,222
2037,23/09/2013 21:00,2013,21:00:00,9,2.9,-14.3,1004,17.99,A,189
7564,12/05/2014 04:00,2014,04:00:00,5,3.6,-5,991,17.99,A,210
13336,07/01/2015 16:00,2015,16:00:00,1,14.3,12.9,961,17.99,A,288
16311,11/05/2015 15:00,2015,15:00:00,5,0,0.7,998,17.99,C,225
19386,16/09/2015 18:00,2015,18:00:00,9,2.9,-14.3,972,17.99,A,210
31816,15/02/2017 16:00,2017,16:00:00,2,17.1,11.4,976,17.99,A,267
4600,08/01/2014 16:00,2014,16:00:00,1,20,12.1,980,17.98,A,342
9821,14/08/2014 05:00,2014,05:00:00,8,-5.7,-9.3,984,17.98,A,474
24254,06/04/2016 14:00,2016,14:00:00,4,13.6,-5,1000,17.98,A,204
9,01/07/2013 09:00,2013,09:00:00,7,-10,-16.4,1002,17.975,A,222
4619,09/01/2014 11:00,2014,11:00:00,1,15.7,11.4,982,17.975,A,318
6728,07/04/2014 08:00,2014,08:00:00,4,5.7,2.9,980,17.975,A,369
14973,16/03/2015 21:00,2015,21:00:00,3,7.1,7.1,997,17.975,A,231
20075,15/10/2015 11:00,2015,11:00:00,10,7.9,-5.7,975,17.975,A,270
21278,04/12/2015 14:00,2015,14:00:00,12,9.3,10.7,981,17.975,A,420
22371,19/01/2016 03:00,2016,03:00:00,1,13.6,12.9,970,17.975,A,270
31792,14/02/2017 16:00,2017,16:00:00,2,17.1,9.3,974,17.975,A,222
34581,10/06/2017 21:00,2017,21:00:00,6,-1.4,-19.3,1005,17.975,A,219
810,03/08/2013 18:00,2013,18:00:00,8,-2.1,-15,980,17.965,A,378
3881,09/12/2013 17:00,2013,17:00:00,12,11.4,8.6,979,17.965,A,198
6031,09/03/2014 07:00,2014,07:00:00,3,7.1,6.4,980,17.965,A,195
12727,13/12/2014 07:00,2014,07:00:00,12,10.7,7.9,979,17.965,A,198
22470,23/01/2016 06:00,2016,06:00:00,1,13.6,7.1,967,17.965,A,219
23872,21/03/2016 16:00,2016,16:00:00,3,16.4,3.6,993,17.965,A,231
24929,04/05/2016 17:00,2016,17:00:00,5,6.4,-8.6,1005,17.965,A,222
28648,06/10/2016 16:00,2016,16:00:00,10,13.6,-2.1,988,17.965,A,372
29992,01/12/2016 16:00,2016,16:00:00,12,17.9,7.1,983,17.965,A,231
20152,18/10/2015 16:00,2015,16:00:00,10,0.7,-6.4,1002,17.955,A,258
13704,23/01/2015 00:00,2015,00:00:00,1,13.6,11.4,983,17.925,A,324
23422,02/03/2016 22:00,2016,22:00:00,3,12.1,7.9,986,17.925,A,306
1699,09/09/2013 19:00,2013,19:00:00,9,4.3,-5.7,971,17.915,A,498
12681,11/12/2014 09:00,2014,09:00:00,12,15,4.3,963,17.915,A,213
21715,22/12/2015 19:00,2015,19:00:00,12,17.1,8.6,961,17.915,A,279
30880,07/01/2017 16:00,2017,16:00:00,1,23.6,5,960,17.915,A,192
31161,19/01/2017 09:00,2017,09:00:00,1,15.7,9.3,967,17.915,A,198
10716,20/09/2014 12:00,2014,12:00:00,9,4.3,-4.3,990,17.905,A,297
4634,10/01/2014 02:00,2014,02:00:00,1,12.9,12.9,981,17.865,A,273
12856,18/12/2014 16:00,2014,16:00:00,12,18.6,12.1,976,17.865,A,507
14885,13/03/2015 05:00,2015,05:00:00,3,10,2.9,988,17.865,A,195
17655,06/07/2015 15:00,2015,15:00:00,7,-2.9,-17.9,996,17.865,A,243
22827,07/02/2016 03:00,2016,03:00:00,2,10,11.4,968,17.865,A,219
23474,05/03/2016 02:00,2016,02:00:00,3,10,9.3,986,17.865,C,201
23655,12/03/2016 15:00,2016,15:00:00,3,15.7,6.4,983,17.865,A,354
29631,16/11/2016 15:00,2016,15:00:00,11,17.1,9.3,978,17.865,A,345
32224,04/03/2017 16:00,2017,16:00:00,3,20.7,8.6,981,17.865,A,207
904,07/08/2013 16:00,2013,16:00:00,8,-1.4,-10.7,988,17.855,A,348
4050,16/12/2013 18:00,2013,18:00:00,12,17.1,12.9,970,17.855,A,321
6712,06/04/2014 16:00,2014,16:00:00,4,12.1,5,978,17.855,A,393
15732,17/04/2015 12:00,2015,12:00:00,4,8.6,-12.1,987,17.855,A,201
27500,19/08/2016 20:00,2016,20:00:00,8,-5.7,-9.3,1002,17.855,A,231
27990,09/09/2016 06:00,2016,06:00:00,9,0.7,-12.1,986,17.855,A,201
28292,21/09/2016 20:00,2016,20:00:00,9,7.9,-2.1,975,17.855,A,408
3360,18/11/2013 00:00,2013,00:00:00,11,6.4,-4.3,992,17.85,A,201
13553,16/01/2015 17:00,2015,17:00:00,1,17.1,13.6,980,17.85,A,297
14754,07/03/2015 18:00,2015,18:00:00,3,10.7,9.3,983,17.85,A,330
27578,23/08/2016 02:00,2016,02:00:00,8,-3.6,-7.9,1001,17.85,A,516
28752,11/10/2016 00:00,2016,00:00:00,10,4.3,-3.6,980,17.85,A,315
30953,10/01/2017 17:00,2017,17:00:00,1,17.9,3.6,980,17.85,C,198
31780,14/02/2017 04:00,2017,04:00:00,2,13.6,9.3,974,17.85,A,219
31940,20/02/2017 20:00,2017,20:00:00,2,15,14.3,979,17.85,A,360
33127,11/04/2017 07:00,2017,07:00:00,4,7.9,-4.3,1002,17.85,A,195
34858,22/06/2017 10:00,2017,10:00:00,6,-2.9,-10.7,997,17.85,A,282
2439,10/10/2013 15:00,2013,15:00:00,10,15,-5,975,17.84,A,303
5219,03/02/2014 11:00,2014,11:00:00,2,17.1,14.3,975,17.84,A,321
8426,17/06/2014 02:00,2014,02:00:00,6,-10,-16.4,1007,17.84,A,228
9530,02/08/2014 02:00,2014,02:00:00,8,-10,-20,1009,17.84,A,201
12514,04/12/2014 10:00,2014,10:00:00,12,19.3,2.1,971,17.84,A,204
16960,07/06/2015 16:00,2015,16:00:00,6,-5,-15,987,17.84,A,306
17938,18/07/2015 10:00,2015,10:00:00,7,-5,-12.9,1011,17.84,A,210
21988,03/01/2016 04:00,2016,04:00:00,1,10.7,10.7,960,17.84,A,201
22481,23/01/2016 17:00,2016,17:00:00,1,21.4,8.6,966,17.84,A,216
26469,07/07/2016 21:00,2016,21:00:00,7,-4.3,-17.9,997,17.84,A,210
26802,21/07/2016 18:00,2016,18:00:00,7,-3.6,-21.4,1008,17.84,A,252
7113,23/04/2014 09:00,2014,09:00:00,4,4.3,-5,1001,17.8,A,195
10580,14/09/2014 20:00,2014,20:00:00,9,2.1,1.4,987,17.8,A,585
13589,18/01/2015 05:00,2015,05:00:00,1,15,12.1,979,17.8,A,414
9584,04/08/2014 08:00,2014,08:00:00,8,-7.9,-20,999,17.79,A,198
15465,06/04/2015 09:00,2015,09:00:00,4,8.6,2.9,1005,17.79,A,276
18375,05/08/2015 15:00,2015,15:00:00,8,-4.3,-13.6,996,17.79,A,216
15618,12/04/2015 18:00,2015,18:00:00,4,4.3,0.7,983,17.785,A,381
17530,01/07/2015 10:00,2015,10:00:00,7,-11.4,-15,989,17.75,A,246
21526,14/12/2015 22:00,2015,22:00:00,12,13.6,10,984,17.75,A,369
9558,03/08/2014 06:00,2014,06:00:00,8,-15,-18.6,994,17.74,A,270
16506,19/05/2015 18:00,2015,18:00:00,5,4.3,-11.4,988,17.74,A,192
19163,07/09/2015 11:00,2015,11:00:00,9,9.3,-12.1,971,17.74,A,222
21589,17/12/2015 13:00,2015,13:00:00,12,20.7,5.7,974,17.74,A,240
23754,16/03/2016 18:00,2016,18:00:00,3,12.9,7.1,987,17.74,A,261
28908,17/10/2016 12:00,2016,12:00:00,10,5,-5,985,17.74,C,228
31115,17/01/2017 11:00,2017,11:00:00,1,20.7,13.6,978,17.74,A,246
32962,04/04/2017 10:00,2017,10:00:00,4,8.6,0.7,1002,17.74,A,198
12546,05/12/2014 18:00,2014,18:00:00,12,16.4,6.4,968,17.73,A,249
19019,01/09/2015 11:00,2015,11:00:00,9,-0.7,-12.9,994,17.73,A,339
22867,08/02/2016 19:00,2016,19:00:00,2,18.6,12.9,966,17.73,A,300
26462,07/07/2016 14:00,2016,14:00:00,7,0,-13.6,1002,17.73,A,240
26584,12/07/2016 16:00,2016,16:00:00,7,-0.7,-22.1,1008,17.73,A,210
2679,20/10/2013 15:00,2013,15:00:00,10,5,1.4,974,17.725,A,228
13599,18/01/2015 15:00,2015,15:00:00,1,20,15,981,17.725,A,402
14106,08/02/2015 18:00,2015,18:00:00,2,16.4,12.1,979,17.725,A,246
14167,11/02/2015 07:00,2015,07:00:00,2,10.7,12.1,990,17.725,A,282
24248,06/04/2016 08:00,2016,08:00:00,4,6.4,7.1,988,17.725,A,381
25351,22/05/2016 07:00,2016,07:00:00,5,-3.6,-7.9,1007,17.725,A,261
27466,18/08/2016 10:00,2016,10:00:00,8,-4.3,-12.1,995,17.725,A,255
28075,12/09/2016 19:00,2016,19:00:00,9,8.6,-9.3,981,17.725,A,294
1930,19/09/2013 10:00,2013,10:00:00,9,0.7,-16.4,998,17.715,A,219
8448,18/06/2014 00:00,2014,00:00:00,6,-4.3,-17.1,996,17.715,A,276
10529,12/09/2014 17:00,2014,17:00:00,9,2.9,-13.6,990,17.715,A,288
12881,19/12/2014 17:00,2014,17:00:00,12,18.6,9.3,981,17.715,A,441
13360,08/01/2015 16:00,2015,16:00:00,1,20,12.9,969,17.715,A,255
17908,17/07/2015 04:00,2015,04:00:00,7,-5.7,-12.1,1009,17.715,A,234
19033,02/09/2015 01:00,2015,01:00:00,9,2.1,-15,985,17.715,A,216
26485,08/07/2016 13:00,2016,13:00:00,7,-2.1,-24.3,1010,17.715,A,228
28316,22/09/2016 20:00,2016,20:00:00,9,8.6,-2.1,981,17.705,A,384
3931,11/12/2013 19:00,2013,19:00:00,12,19.3,6.4,969,17.665,A,252
4721,13/01/2014 17:00,2014,17:00:00,1,16.4,12.9,977,17.665,A,291
12807,16/12/2014 15:00,2014,15:00:00,12,23.6,6.4,963,17.665,A,318
13962,02/02/2015 18:00,2015,18:00:00,2,18.6,12.9,979,17.665,A,225
30977,11/01/2017 17:00,2017,17:00:00,1,22.1,9.3,968,17.665,A,240
13242,03/01/2015 18:00,2015,18:00:00,1,15.7,13.6,976,17.615,A,342
15589,11/04/2015 13:00,2015,13:00:00,4,12.1,-3.6,992,17.615,A,366
20987,22/11/2015 11:00,2015,11:00:00,11,18.6,4.3,988,17.615,A,255
21553,16/12/2015 01:00,2015,01:00:00,12,10,11.4,982,17.615,A,294
22339,17/01/2016 19:00,2016,19:00:00,1,16.4,10.7,977,17.615,A,312
14248,14/02/2015 16:00,2015,16:00:00,2,16.4,10.7,969,17.605,A,258
18566,13/08/2015 14:00,2015,14:00:00,8,1.4,-17.9,996,17.605,A,288
20031,13/10/2015 15:00,2015,15:00:00,10,6.4,-6.4,976,17.605,A,219
22423,21/01/2016 07:00,2016,07:00:00,1,12.1,10,981,17.605,A,249
34426,04/06/2017 10:00,2017,10:00:00,6,-4.3,-19.3,992,17.605,A,222
1862,16/09/2013 14:00,2013,14:00:00,9,7.9,-12.9,993,17.6,A,321
2750,23/10/2013 14:00,2013,14:00:00,10,8.6,-1.4,973,17.6,A,357
6764,08/04/2014 20:00,2014,20:00:00,4,8.6,7.1,986,17.6,A,864
6787,09/04/2014 19:00,2014,19:00:00,4,8.6,0.7,993,17.6,A,282
17843,14/07/2015 11:00,2015,11:00:00,7,-4.3,-7.9,989,17.6,A,471
18525,11/08/2015 21:00,2015,21:00:00,8,-7.1,-17.1,1000,17.6,A,246
30261,12/12/2016 21:00,2016,21:00:00,12,17.1,12.9,977,17.6,A,264
30279,13/12/2016 15:00,2016,15:00:00,12,19.3,10.7,970,17.6,A,354
1012,12/08/2013 04:00,2013,04:00:00,8,-10,-15.7,1012,17.59,A,192
6004,08/03/2014 04:00,2014,04:00:00,3,10,11.4,972,17.59,A,186
16404,15/05/2015 12:00,2015,12:00:00,5,-0.7,-13.6,999,17.59,A,210
17189,17/06/2015 05:00,2015,05:00:00,6,-7.1,-12.9,993,17.59,A,192
20842,16/11/2015 10:00,2015,10:00:00,11,12.1,6.4,976,17.59,A,387
25234,17/05/2016 10:00,2016,10:00:00,5,3.6,-13.6,1001,17.59,A,198
28173,16/09/2016 21:00,2016,21:00:00,9,4.3,-13.6,991,17.59,A,216
31097,16/01/2017 17:00,2017,17:00:00,1,21.4,13.6,971,17.58,A,231
22720,02/02/2016 16:00,2016,16:00:00,2,19.3,11.4,967,17.55,A,255
29298,02/11/2016 18:00,2016,18:00:00,11,8.6,-8.6,993,17.54,A,237
924,08/08/2013 12:00,2013,12:00:00,8,-0.7,-9.3,991,17.525,A,249
1170,18/08/2013 18:00,2013,18:00:00,8,0,-10,1003,17.525,A,450
18666,17/08/2015 18:00,2015,18:00:00,8,-3.6,-6.4,987,17.525,A,384
20177,19/10/2015 17:00,2015,17:00:00,10,7.9,-3.6,997,17.525,A,246
24535,18/04/2016 07:00,2016,07:00:00,4,2.9,-2.9,1000,17.525,A,228
26620,14/07/2016 04:00,2016,04:00:00,7,-10,-17.9,1012,17.525,A,258
9768,12/08/2014 00:00,2014,00:00:00,8,-8.6,-9.3,1001,17.52,A,402
5177,01/02/2014 17:00,2014,17:00:00,2,16.4,14.3,980,17.515,A,321
8284,11/06/2014 04:00,2014,04:00:00,6,-7.1,-9.3,992,17.515,A,228
27307,11/08/2016 19:00,2016,19:00:00,8,-5,-12.1,993,17.515,A,444
29582,14/11/2016 14:00,2016,14:00:00,11,15,-0.7,988,17.515,A,294
32970,04/04/2017 18:00,2017,18:00:00,4,9.3,-1.4,996,17.515,A,183
4001,14/12/2013 17:00,2013,17:00:00,12,13.6,8.6,974,17.475,A,369
4747,14/01/2014 19:00,2014,19:00:00,1,14.3,12.9,980,17.475,A,243
10595,15/09/2014 11:00,2014,11:00:00,9,-0.7,-1.4,992,17.475,A,426
13937,01/02/2015 17:00,2015,17:00:00,2,15.7,15,979,17.475,A,231
25962,16/06/2016 18:00,2016,18:00:00,6,-7.1,-14.3,999,17.475,A,222
26094,22/06/2016 06:00,2016,06:00:00,6,-10.7,-13.6,1003,17.475,A,336
29757,21/11/2016 21:00,2016,21:00:00,11,10.7,8.6,977,17.475,A,291
5893,03/03/2014 13:00,2014,13:00:00,3,14.3,10.7,992,17.465,A,279
8567,22/06/2014 23:00,2014,23:00:00,6,-3.6,-12.9,996,17.465,A,195
10481,10/09/2014 17:00,2014,17:00:00,9,0.7,-16.4,987,17.465,A,273
12182,20/11/2014 14:00,2014,14:00:00,11,17.1,5,971,17.465,A,309
13506,14/01/2015 18:00,2015,18:00:00,1,18.6,8.6,969,17.465,A,264
14606,01/03/2015 14:00,2015,14:00:00,3,17.9,13.6,972,17.465,A,348
18713,19/08/2015 17:00,2015,17:00:00,8,-2.1,-12.1,990,17.465,A,228
25206,16/05/2016 06:00,2016,06:00:00,5,4.3,-10.7,983,17.465,A,240
31545,04/02/2017 09:00,2017,09:00:00,2,16.4,10.7,971,17.465,A,240
32993,05/04/2017 17:00,2017,17:00:00,4,9.3,-2.1,987,17.465,A,204
6252,18/03/2014 12:00,2014,12:00:00,3,9.3,-5,998,17.455,A,177
5250,04/02/2014 18:00,2014,18:00:00,2,16.4,15,967,17.425,A,318
28571,03/10/2016 11:00,2016,11:00:00,10,8.6,-15,999,17.425,A,210
1162,18/08/2013 10:00,2013,10:00:00,8,-2.9,-12.1,1008,17.415,A,249
4817,17/01/2014 17:00,2014,17:00:00,1,13.6,12.1,978,17.415,A,270
10255,01/09/2014 07:00,2014,07:00:00,9,-3.6,-8.6,1008,17.415,A,288
12211,21/11/2014 19:00,2014,19:00:00,11,12.9,-5,970,17.415,A,213
15030,19/03/2015 06:00,2015,06:00:00,3,3.6,2.9,985,17.415,A,255
16854,03/06/2015 06:00,2015,06:00:00,6,-7.1,-10,995,17.415,A,186
28888,16/10/2016 16:00,2016,16:00:00,10,9.3,5,992,17.415,A,390
33327,19/04/2017 15:00,2017,15:00:00,4,10,6.4,978,17.415,A,492
33417,23/04/2017 09:00,2017,09:00:00,4,4.3,1.4,986,17.41,A,417
6076,11/03/2014 04:00,2014,04:00:00,3,5,5,981,17.4,A,231
6606,02/04/2014 06:00,2014,06:00:00,4,-1.4,-3.6,1002,17.4,A,216
10552,13/09/2014 16:00,2014,16:00:00,9,1.4,-9.3,982,17.4,A,324
11297,14/10/2014 17:00,2014,17:00:00,10,12.1,2.1,982,17.4,A,210
14179,11/02/2015 19:00,2015,19:00:00,2,13.6,9.3,982,17.4,A,228
17683,07/07/2015 19:00,2015,19:00:00,7,-6.4,-16.4,995,17.4,A,504
22454,22/01/2016 14:00,2016,14:00:00,1,22.1,7.1,963,17.4,A,213
27194,07/08/2016 02:00,2016,02:00:00,8,-6.4,-7.1,1005,17.4,A,324
27929,06/09/2016 17:00,2016,17:00:00,9,3.6,-11.4,998,17.4,A,354
29430,08/11/2016 06:00,2016,06:00:00,11,4.3,2.9,970,17.4,C,234
30080,05/12/2016 08:00,2016,08:00:00,12,12.1,5.7,978,17.4,A,192
31574,05/02/2017 14:00,2017,14:00:00,2,20,5,987,17.4,A,249
34097,21/05/2017 17:00,2017,17:00:00,5,6.4,-12.1,983,17.4,A,201
4030,15/12/2013 22:00,2013,22:00:00,12,12.1,9.3,968,17.39,A,351
15478,06/04/2015 22:00,2015,22:00:00,4,6.4,4.3,995,17.39,A,348
13572,17/01/2015 12:00,2015,12:00:00,1,15.7,15,968,17.36,A,357
7519,10/05/2014 07:00,2014,07:00:00,5,-2.9,-4.3,999,17.35,A,243
12640,09/12/2014 16:00,2014,16:00:00,12,15.7,-6.4,976,17.35,A,210
13463,12/01/2015 23:00,2015,23:00:00,1,14.3,10,966,17.35,A,231
22075,06/01/2016 19:00,2016,19:00:00,1,15.7,13.6,962,17.35,A,306
24209,04/04/2016 17:00,2016,17:00:00,4,12.9,3.6,981,17.35,A,462
835,04/08/2013 19:00,2013,19:00:00,8,-2.9,-10.7,1002,17.34,A,378
1506,01/09/2013 18:00,2013,18:00:00,9,2.9,-13.6,982,17.34,A,270
1568,04/09/2013 08:00,2013,08:00:00,9,-1.4,-12.1,1001,17.34,A,216
4074,17/12/2013 18:00,2013,18:00:00,12,17.1,10.7,973,17.34,A,363
10666,18/09/2014 10:00,2014,10:00:00,9,2.1,-5,991,17.34,A,390
10673,18/09/2014 17:00,2014,17:00:00,9,2.1,-7.1,991,17.34,A,294
12062,15/11/2014 14:00,2014,14:00:00,11,15,2.9,968,17.34,A,258
14323,17/02/2015 19:00,2015,19:00:00,2,15.7,11.4,971,17.34,A,408
20222,21/10/2015 14:00,2015,14:00:00,10,7.1,1.4,986,17.34,A,468
21481,13/12/2015 01:00,2015,01:00:00,12,10.7,5.7,979,17.34,A,270
26729,18/07/2016 17:00,2016,17:00:00,7,-0.7,-14.3,993,17.34,A,276
33339,20/04/2017 03:00,2017,03:00:00,4,3.6,1.4,991,17.34,A,210
8254,09/06/2014 22:00,2014,22:00:00,6,-5,-12.1,996,17.3,A,282
8895,06/07/2014 15:00,2014,15:00:00,7,-4.3,-13.6,1002,17.3,A,267
23663,12/03/2016 23:00,2016,23:00:00,3,12.1,5.7,987,17.3,C,360
30329,15/12/2016 17:00,2016,17:00:00,12,12.1,12.9,964,17.3,C,360
2682,20/10/2013 18:00,2013,18:00:00,10,8.6,-2.1,973,17.29,A,225
3804,06/12/2013 12:00,2013,12:00:00,12,19.3,7.9,972,17.29,A,210
5925,04/03/2014 21:00,2014,21:00:00,3,15,7.1,984,17.29,A,222
12615,08/12/2014 15:00,2014,15:00:00,12,20.7,8.6,965,17.29,A,336
22927,11/02/2016 07:00,2016,07:00:00,2,14.3,14.3,982,17.29,A,291
28340,23/09/2016 20:00,2016,20:00:00,9,8.6,2.1,979,17.28,A,609
10424,08/09/2014 08:00,2014,08:00:00,9,-4.3,-12.1,1004,17.275,A,228
17020,10/06/2015 04:00,2015,04:00:00,6,-6.4,-15.7,998,17.275,A,210
22696,01/02/2016 16:00,2016,16:00:00,2,17.9,9.3,977,17.275,A,225
23446,03/03/2016 22:00,2016,22:00:00,3,12.9,7.9,977,17.275,A,306
32672,23/03/2017 08:00,2017,08:00:00,3,7.9,7.9,995,17.275,C,264
34016,18/05/2017 08:00,2017,08:00:00,5,-2.9,-9.3,991,17.275,A,252
302,13/07/2013 14:00,2013,14:00:00,7,-0.7,-19.3,986,17.265,A,255
5876,02/03/2014 20:00,2014,20:00:00,3,13.6,7.9,983,17.265,A,246
28689,08/10/2016 09:00,2016,09:00:00,10,6.4,-5.7,992,17.265,A,306
889,07/08/2013 01:00,2013,01:00:00,8,-4.3,-9.3,995,17.225,A,294
1606,05/09/2013 22:00,2013,22:00:00,9,1.4,-14.3,988,17.225,A,201
4897,21/01/2014 01:00,2014,01:00:00,1,15.7,17.9,974,17.225,A,573
8145,05/06/2014 09:00,2014,09:00:00,6,-2.9,-5,992,17.225,A,393
15067,20/03/2015 19:00,2015,19:00:00,3,10.7,6.4,976,17.225,A,303
15800,20/04/2015 08:00,2015,08:00:00,4,2.9,2.9,992,17.225,A,465
19085,04/09/2015 05:00,2015,05:00:00,9,-2.1,-8.6,993,17.225,A,414
3681,01/12/2013 09:00,2013,09:00:00,12,14.3,-1.4,985,17.215,A,210
14776,08/03/2015 16:00,2015,16:00:00,3,13.6,11.4,992,17.215,A,231
19141,06/09/2015 13:00,2015,13:00:00,9,9.3,-1.4,966,17.215,A,396
19464,20/09/2015 00:00,2015,00:00:00,9,-2.9,-4.3,990,17.215,A,435
20234,22/10/2015 02:00,2015,02:00:00,10,2.9,2.1,983,17.215,A,339
26049,20/06/2016 09:00,2016,09:00:00,6,-5.7,-16.4,1015,17.215,A,231
32585,19/03/2017 17:00,2017,17:00:00,3,12.1,5,975,17.215,A,246
10721,20/09/2014 17:00,2014,17:00:00,9,2.1,-7.9,997,17.205,A,300
3081,06/11/2013 09:00,2013,09:00:00,11,7.1,5,974,17.165,A,300
10516,12/09/2014 04:00,2014,04:00:00,9,-0.7,-17.9,989,17.165,A,210
12718,12/12/2014 22:00,2014,22:00:00,12,10,6.4,964,17.165,A,231
19252,11/09/2015 04:00,2015,04:00:00,9,-4.3,-10.7,995,17.165,A,183
20604,06/11/2015 12:00,2015,12:00:00,11,13.6,5.7,981,17.165,C,330
25193,15/05/2016 17:00,2016,17:00:00,5,6.4,-12.1,979,17.165,A,270
25953,16/06/2016 09:00,2016,09:00:00,6,-3.6,-15,997,17.165,A,198
32422,12/03/2017 22:00,2017,22:00:00,3,11.4,6.4,982,17.16,A,255
4796,16/01/2014 20:00,2014,20:00:00,1,12.9,12.1,969,17.15,C,285
8936,08/07/2014 08:00,2014,08:00:00,7,-8.6,-8.6,999,17.15,A,306
9595,04/08/2014 19:00,2014,19:00:00,8,-5.7,-16.4,992,17.15,A,255
17781,11/07/2015 21:00,2015,21:00:00,7,-8.6,-8.6,990,17.15,A,762
20264,23/10/2015 08:00,2015,08:00:00,10,4.3,4.3,991,17.15,A,351
24367,11/04/2016 07:00,2016,07:00:00,4,1.4,-1.4,994,17.15,A,255
25302,20/05/2016 06:00,2016,06:00:00,5,-7.1,-12.1,994,17.15,A,270
27318,12/08/2016 06:00,2016,06:00:00,8,-9.3,-13.6,1006,17.15,A,339
32273,06/03/2017 17:00,2017,17:00:00,3,15,12.1,986,17.15,A,285
9527,01/08/2014 23:00,2014,23:00:00,8,-10,-20,1015,17.14,A,210
14230,13/02/2015 22:00,2015,22:00:00,2,15.7,7.9,978,17.14,A,276
18383,05/08/2015 23:00,2015,23:00:00,8,-5,-10,1002,17.14,A,270
30766,02/01/2017 22:00,2017,22:00:00,1,16.4,14.3,973,17.14,A,387
6858,12/04/2014 18:00,2014,18:00:00,4,10.7,2.9,982,17.1,A,216
8300,11/06/2014 20:00,2014,20:00:00,6,-2.9,-5.7,1000,17.1,A,282
17925,17/07/2015 21:00,2015,21:00:00,7,-5,-13.6,1012,17.1,A,246
21244,03/12/2015 04:00,2015,04:00:00,12,10.7,8.6,989,17.1,A,411
26024,19/06/2016 08:00,2016,08:00:00,6,-10.7,-14.3,997,17.1,A,246
30426,19/12/2016 18:00,2016,18:00:00,12,14.3,8.6,980,17.1,A,252
2729,22/10/2013 17:00,2013,17:00:00,10,10.7,-7.9,976,17.09,A,210
5967,06/03/2014 15:00,2014,15:00:00,3,17.9,7.9,968,17.09,A,282
13637,20/01/2015 05:00,2015,05:00:00,1,10.7,12.1,969,17.09,A,204
16315,11/05/2015 19:00,2015,19:00:00,5,-1.4,-2.9,984,17.09,A,204
18604,15/08/2015 04:00,2015,04:00:00,8,-2.9,-12.9,986,17.09,A,225
27560,22/08/2016 08:00,2016,08:00:00,8,-3.6,-6.4,997,17.09,A,585
